concept_id,concept_name,cluster
42872722,Severe major depression,Major Depression
4250023,Severe major depression with psychotic features,Major Depression
4144233,"Severe major depression with psychotic features, mood-congruent",Major Depression
4243822,"Severe major depression with psychotic features, mood-incongruent",Major Depression
4327337,Severe major depression without psychotic features,Major Depression
42872411,"Severe major depression, single episode",Major Depression
438406,"Severe major depression, single episode, with psychotic features",Major Depression
4299785,"Severe major depression, single episode, with psychotic features, mood-congruent",Major Depression
4067409,"Severe major depression, single episode, with psychotic features, mood-incongruent",Major Depression
441534,"Severe major depression, single episode, without psychotic features",Major Depression
37109054,Severe major depressive disorder co-occurrent with anxiety single episode,Major Depression
4132144,Severe mood disorder with psychotic features,Major Depression
4239453,"Severe mood disorder with psychotic features, mood-congruent",Major Depression
4289751,"Severe mood disorder with psychotic features, mood-incongruent",Major Depression
437522,Severe mood disorder without psychotic features,Major Depression
4129184,Severe postnatal depression,Major Depression
43531624,Severe recurrent major depression,Major Depression
4154309,Severe recurrent major depression with psychotic features,Major Depression
4141292,"Severe recurrent major depression with psychotic features, mood-congruent",Major Depression
4034842,"Severe recurrent major depression with psychotic features, mood-incongruent",Major Depression
435220,Severe recurrent major depression without psychotic features,Major Depression
44782720,Severe seasonal affective disorder,Major Depression
4025677,Single episode of major depression in full remission,Major Depression
44805550,"Single major depressive episode, in remission",Major Depression
439259,"Single major depressive episode, severe, with psychosis",Major Depression
37312550,Synthetic cannabinoid induced mood disorder,Major Depression
37016718,Acute depression,Minor Depression
4308866,Agitated depression,Minor Depression
37312479,Antenatal depression,Minor Depression
440698,Brief depressive adjustment reaction,Minor Depression
4103574,Chronic depression,Minor Depression
4333687,Depressive conduct disorder,Minor Depression
440383,Depressive disorder,Minor Depression
44782943,Depressive disorder in remission,Minor Depression
4103126,Drug-induced depressive state,Minor Depression
433440,Dysthymia,Minor Depression
4096229,Early onset dysthymia,Minor Depression
4114950,Endogenous depression,Minor Depression
4168858,Endogenous depression - recurrent,Minor Depression
4333679,Endogenous depression first episode,Minor Depression
44784632,Episodic mood disorder,Minor Depression
4154805,Involutional depression,Minor Depression
4057218,Late onset dysthymia,Minor Depression
4338029,Masked depression,Minor Depression
4133073,Maternity blues,Minor Depression
4060424,"Mental disorders during pregnancy, childbirth and the puerperium",Minor Depression
4149320,Mild depression,Minor Depression
4195572,"Mild major depression, single episode",Minor Depression
4269143,Mild mood disorder,Minor Depression
4129842,Mild postnatal depression,Minor Depression
4228802,Mild recurrent major depression,Minor Depression
36713698,Minimal depression,Minor Depression
4174987,Minor depressive disorder,Minor Depression
4338031,Mixed anxiety and depressive disorder,Minor Depression
444100,Mood disorder,Minor Depression
4244690,Mood disorder in full remission,Minor Depression
4253782,Mood disorder in partial remission,Minor Depression
37109950,Mood disorder with depressive symptoms caused by alcohol,Minor Depression
4038252,O/E - depressed,Minor Depression
4175329,Organic mood disorder of depressed type,Minor Depression
4305966,Postoperative depression,Minor Depression
4239471,Postpartum depression,Minor Depression
4102973,Postviral depression,Minor Depression
4242733,Premenstrual dysphoric disorder,Minor Depression
4145216,Premenstrual dysphoric disorder in remission,Minor Depression
4307951,Primary dysthymia,Minor Depression
4243308,Primary dysthymia early onset,Minor Depression
4195680,Primary dysthymia late onset,Minor Depression
35609842,Prolonged single episode of reactive depression,Minor Depression
4314692,Reactive depression,Minor Depression
35609845,"Reactive depression, first episode",Minor Depression
35609844,"Reactive depression, recurrent",Minor Depression
35609843,"Reactive depression, single episode",Minor Depression
4226155,Recurrent brief depressive disorder,Minor Depression
4098302,Recurrent depression,Minor Depression
4224639,Secondary dysthymia,Minor Depression
4150047,Secondary dysthymia early onset,Minor Depression
4263770,Secondary dysthymia late onset,Minor Depression
37109941,Secondary mood disorder,Minor Depression
4143610,Shenjing shuairuo,Minor Depression
4197222,Stuporous depression,Minor Depression
4155208,Transitory postpartum mood disturbance,Minor Depression
40480879,Lethal catatonia,Catatonia
4335159,Organic catatonic disorder,Catatonia
4229897,Stupor,Catatonia
4098169,"Acute confusional state, of cerebrovascular origin",Delirium
4098167,"Acute confusional state, of endocrine origin",Delirium
4103128,"Acute confusional state, of infective origin",Delirium
4098168,"Acute confusional state, of metabolic origin",Delirium
4312487,Acute non-psychotic brain syndrome,Delirium
4088373,Alcohol intoxication delirium,Delirium
377830,Alcohol withdrawal delirium,Delirium
376383,Alcohol-induced organic mental disorder,Delirium
372608,Amnestic disorder,Delirium
36712678,Amnestic disorder associated with general medical condition,Delirium
37117213,Amnestic disorder caused by anxiolytic,Delirium
37110435,Amnestic disorder caused by hypnotic,Delirium
37312034,Amnestic disorder caused by psychoactive substance,Delirium
37110434,Amnestic disorder caused by sedative,Delirium
36716781,Amnestic disorder caused by substance,Delirium
37312033,Amnestic disorder caused by volatile solvent,Delirium
37110487,Amnestic disorder due to multiple etiological factors,Delirium
4218985,Amok,Delirium
4228825,Amphetamine delirium,Delirium
4308292,Amphetamine-induced organic mental disorder,Delirium
4210133,Anxiolytic-induced organic mental disorder,Delirium
4150884,Arylcyclohexylamine-induced organic mental disorder,Delirium
4206433,Caffeine-induced organic mental disorder,Delirium
4220197,Cannabis intoxication delirium,Delirium
4300092,Cannabis-induced organic mental disorder,Delirium
4144146,Chronic organic mental disorder,Delirium
4290062,Cocaine delirium,Delirium
4264766,Cocaine-induced organic mental disorder,Delirium
381273,Confusional state,Delirium
373995,Delirium,Delirium
37110461,Delirium caused by dissociative drug,Delirium
37110460,Delirium caused by ketamine,Delirium
37110451,Delirium caused by methylenedioxymethamphetamine,Delirium
42538586,Delirium caused by stimulant,Delirium
36716780,Delirium caused by substance or medication,Delirium
42537775,Delirium caused by synthetic cannabinoid,Delirium
42538730,Delirium caused by synthetic cathinone,Delirium
37309681,Delirium due to drug withdrawal,Delirium
37309682,Delirium due to methamphetamine intoxication,Delirium
37117216,Delirium due to multiple etiological factors,Delirium
37209507,Delirium due to opioid withdrawal,Delirium
44782944,Delirium in remission,Delirium
4333669,Delirium of mixed origin,Delirium
37017319,Disorder of central nervous system co-occurrent with human immunodeficiency virus infection,Delirium
376961,Disturbance of consciousness,Delirium
373172,Drug-induced amnestic syndrome,Delirium
373449,Drug-induced delirium,Delirium
4236877,Hallucinogen intoxication delirium,Delirium
4203152,Hallucinogen-induced organic mental disorder,Delirium
36674303,Hyperactive postoperative delirium,Delirium
4210851,Hypnotic-induced organic mental disorder,Delirium
36675111,Hypoactive postoperative delirium,Delirium
4092830,Inhalant intoxication delirium,Delirium
4264889,Inhalant-induced organic mental disorder,Delirium
4134874,Intensive care psychiatric disorder,Delirium
36675112,Mixed hyperactive hypoactive postoperative delirium,Delirium
4037857,O/E - mentally confused,Delirium
4199769,Opioid intoxication delirium,Delirium
4032799,Opioid-induced organic mental disorder,Delirium
4227205,Organic brain syndrome associated with AIDS,Delirium
37017249,Organic brain syndrome co-occurrent with human immunodeficiency virus infection,Delirium
4103572,Organic memory impairment,Delirium
4135337,PCP delirium,Delirium
372610,Postconcussion syndrome,Delirium
4224115,Postoperative confusion,Delirium
36674302,Postoperative delirium,Delirium
4195615,Postseizure confusion,Delirium
4177642,Postseizure delirium,Delirium
4307098,Psychoactive substance-induced organic amnestic disorder,Delirium
4191592,Psychoactive substance-induced organic delirium,Delirium
375504,Psychoactive substance-induced organic mental disorder,Delirium
4332878,Psychosis associated with intensive care,Delirium
4046088,Punch drunk syndrome,Delirium
441540,Reactive confusion,Delirium
4121141,Sedative amnestic disorder,Delirium
4184438,"Sedative, hypnotic AND/OR anxiolytic intoxication delirium",Delirium
4263258,"Sedative, hypnotic AND/OR anxiolytic withdrawal delirium",Delirium
4098172,"Subacute confusional state, of cerebrovascular origin",Delirium
4103246,"Subacute confusional state, of endocrine origin",Delirium
4098170,"Subacute confusional state, of infective origin",Delirium
4098171,"Subacute confusional state, of metabolic origin",Delirium
379779,Subacute delirium,Delirium
4333668,Toxic confusional state,Delirium
443586,Transient organic mental disorder,Delirium
4147586,Acute adenoviral encephalitis,Encephalopathy
4221266,Acute adenoviral meningoencephalitis,Encephalopathy
374021,Acute disseminated encephalomyelitis,Encephalopathy
43530701,Acute disseminated encephalomyelitis following infectious disease,Encephalopathy
44806551,Acute encephalitis,Encephalopathy
4009332,Acute necrotizing encephalitis,Encephalopathy
35607947,Acute necrotizing encephalopathy of childhood,Encephalopathy
4047619,Acute viral encephalitis,Encephalopathy
37204540,Adenohypophysitis,Encephalopathy
4210628,Adenoviral encephalitis,Encephalopathy
374623,Alcohol amnestic disorder,Encephalopathy
4102195,Arbovirus encephalitis,Encephalopathy
4318558,Autoimmune encephalitis,Encephalopathy
764228,Autoimmune encephalitis caused by N-methyl D-aspartate receptor antibody,Encephalopathy
35623409,Autoimmune encephalopathy with parasomnia and obstructive sleep apnea,Encephalopathy
4030201,Autoimmune hypophysitis,Encephalopathy
4045977,Bacterial encephalitis,Encephalopathy
40483321,Bacterial meningoencephalitis,Encephalopathy
46285143,Bacterial meningoencephalomyelitis,Encephalopathy
4213372,California encephalitis virus infection neuroinvasive disease,Encephalopathy
4302073,California serogroup virus neuroinvasive disease,Encephalopathy
4202367,Cerebral malaria,Encephalopathy
4008088,Cerebral sarcoidosis,Encephalopathy
4101139,Chronic alcoholic brain syndrome,Encephalopathy
4091826,Chronic confusional state,Encephalopathy
4047470,Chronic echovirus meningoencephalitis,Encephalopathy
36676712,Chronic lymphocytic inflammation with pontine perivascular enhancement responsive to steroids,Encephalopathy
4047623,Chronic viral encephalitis,Encephalopathy
381794,Congenital syphilitic encephalitis,Encephalopathy
4306458,Cytomegalovirus encephalitis,Encephalopathy
378143,Encephalitis,Encephalopathy
4222250,Encephalitis associated with AIDS,Encephalopathy
36715969,Encephalitis caused by Alphavirus,Encephalopathy
36716017,Encephalitis caused by Coenurus cerebralis,Encephalopathy
36716014,Encephalitis caused by Echinococcus granulosus,Encephalopathy
36715988,Encephalitis caused by Hendra virus,Encephalopathy
36717188,Encephalitis caused by Nipah virus,Encephalopathy
36715978,Encephalitis caused by Polyoma virus,Encephalopathy
36715986,Encephalitis caused by Rubulavirus,Encephalopathy
36716010,Encephalitis caused by Schistosoma,Encephalopathy
36716011,Encephalitis caused by Schistosoma haematobium,Encephalopathy
36716013,Encephalitis caused by Schistosoma japonicum,Encephalopathy
36716012,Encephalitis caused by Schistosoma mansoni,Encephalopathy
36716016,Encephalitis caused by Taenia solium,Encephalopathy
37016847,Encephalitis caused by tick-borne encephalitis virus,Encephalopathy
36716007,Encephalitis caused by Trypanosoma brucei,Encephalopathy
37110324,Encephalitis caused by Venezuelan equine encephalomyelitis virus,Encephalopathy
45757204,Encephalitis due to Actinomyces,Encephalopathy
443881,Encephalitis due to European subtype of tick-borne encephalitis virus,Encephalopathy
376905,Encephalitis due to Far Eastern tick-borne encephalitis virus,Encephalopathy
376026,Encephalitis due to Herpesviridae,Encephalopathy
4322568,Encephalitis due to human herpes simplex virus,Encephalopathy
40479557,Encephalitis due to human herpesvirus 6 infection,Encephalopathy
4146943,Encephalitis due to influenza,Encephalopathy
4221661,Encephalitis due to Langat virus,Encephalopathy
4302794,Encephalitis due to protozoa,Encephalopathy
443543,Encephalitis due to rickettsia,Encephalopathy
4088249,Encephalitis lethargica,Encephalopathy
373189,Encephalomyelitis,Encephalopathy
4228612,Encephalomyelitis associated with AIDS,Encephalopathy
4220014,Encephalomyelitis caused by lymphocytic choriomeningitis virus,Encephalopathy
4041669,Enteroviral encephalitis,Encephalopathy
4320933,Enteroviral encephalomyelitis,Encephalopathy
4210015,Eosinophilic meningoencephalitis,Encephalopathy
4302798,Eosinophilic meningoencephalitis due to Angiostrongylus cantonensis,Encephalopathy
37109595,Faciocardiorenal syndrome,Encephalopathy
4047626,Focal encephalitis,Encephalopathy
4047625,Fungal encephalitis,Encephalopathy
4042201,Granulomatous amebic encephalitis,Encephalopathy
4029442,Granulomatous giant-cell hypophysitis,Encephalopathy
4242575,Granulomatous meningoencephalomyelitis,Encephalopathy
37311983,Henipavirus encephalitis,Encephalopathy
4047622,Herpes simiae encephalitis,Encephalopathy
4045976,Herpes zoster encephalitis,Encephalopathy
4296460,Herpetic acute necrotizing encephalitis,Encephalopathy
380941,Herpetic meningoencephalitis,Encephalopathy
4161950,Human immunodeficiency virus encephalitis,Encephalopathy
4129537,Hypophysitis,Encephalopathy
4324541,Ilheus virus encephalitis,Encephalopathy
36715541,Infection causing encephalomyelitis,Encephalopathy
4041670,Infectious mononucleosis encephalitis,Encephalopathy
374020,Infective encephalitis,Encephalopathy
4044251,Inflammatory disorder of optic radiation,Encephalopathy
4104577,Inflammatory disorder of visual cortex,Encephalopathy
4252885,Influenza with encephalopathy,Encephalopathy
37204492,Infundibulo neurohypophysitis,Encephalopathy
4227852,Jamestown Canyon virus encephalitis,Encephalopathy
381789,Japanese encephalitis virus disease,Encephalopathy
4044937,Kumlinge virus encephalitis,Encephalopathy
4045978,Late syphilitic encephalitis,Encephalopathy
4041673,Limbic encephalitis,Encephalopathy
35622353,Limbic encephalitis with contactin-associated protein-like 2 antibodies,Encephalopathy
36676495,Limbic encephalitis with dipeptidyl-peptidase 6 antibodies,Encephalopathy
35607961,Limbic encephalitis with leucine-rich glioma-inactivated 1 antibodies,Encephalopathy
37399546,Limbic encephalitis with N-methyl-D-aspartate receptor antibodies,Encephalopathy
4345216,Listeria cerebritis,Encephalopathy
4077718,Listeria meningoencephalitis,Encephalopathy
4129538,Lymphocytic hypophysitis of pregnancy,Encephalopathy
4264158,Lymphocytic hypopituitarism,Encephalopathy
37398799,Memory disorder co-occurrent and due to organic brain damage,Encephalopathy
380632,Meningococcal encephalitis,Encephalopathy
4322814,Meningoencephalitis,Encephalopathy
46269919,Meningoencephalitis due to Acanthamoeba,Encephalopathy
375475,Meningoencephalitis due to acquired toxoplasmosis,Encephalopathy
45757219,Meningoencephalitis due to Blastomyces dermatitidis,Encephalopathy
46269920,Meningoencephalitis due to Chagas disease,Encephalopathy
46270062,Meningoencephalitis due to free-living ameba,Encephalopathy
4180433,Meningoencephalitis due to Naegleria,Encephalopathy
4104546,Meningoencephalomyelitis,Encephalopathy
765827,Multiphasic acute disseminated encephalomyelitis,Encephalopathy
4105353,Multiple sclerosis of the brainstem,Encephalopathy
378065,Mumps encephalitis,Encephalopathy
4220632,Mumps meningoencephalitis,Encephalopathy
442611,Murray valley encephalitis,Encephalopathy
35622800,Mycoplasma pneumoniae encephalitis,Encephalopathy
4236144,Nairoviral encephalitis,Encephalopathy
4289603,Negishi encephalitis,Encephalopathy
4169939,Neuroinvasive Cache Valley encephalitis virus infection,Encephalopathy
4214943,Neuroinvasive St. Louis encephalitis virus infection,Encephalopathy
35622805,Non-herpetic acute limbic encephalitis,Encephalopathy
374009,Organic mental disorder,Encephalopathy
4023986,Organic mental disorder of unknown etiology,Encephalopathy
37204374,Panhypophysitis,Encephalopathy
4312671,Paraneoplastic encephalitis,Encephalopathy
4310021,Paraneoplastic encephalomyelitis,Encephalopathy
40481971,Paraneoplastic limbic encephalitis,Encephalopathy
42536621,Parasitic infection causing granuloma of cerebrum,Encephalopathy
4087615,Plasmodium falciparum malaria with cerebral complications,Encephalopathy
4103103,Polioencephalitis,Encephalopathy
4102198,Post BCG vaccination encephalitis,Encephalopathy
4103109,Post cholera vaccination encephalitis,Encephalopathy
4105200,Post diphtheria vaccination encephalitis,Encephalopathy
4100112,Post hepatitis A vaccination encephalitis,Encephalopathy
4104690,Post hepatitis B vaccination encephalitis,Encephalopathy
4103116,Post influenza vaccination encephalitis,Encephalopathy
377487,Post measles encephalitis,Encephalopathy
4102199,Post measles vaccination encephalitis,Encephalopathy
4105201,Post mixed vaccination encephalitis,Encephalopathy
4103115,Post mumps vaccination encephalitis,Encephalopathy
4103108,Post paratyphoid vaccination encephalitis,Encephalopathy
4103111,Post pertussis vaccination encephalitis,Encephalopathy
4103110,Post plague vaccination encephalitis,Encephalopathy
4103114,Post polio vaccination encephalitis,Encephalopathy
4103112,Post rabies vaccination encephalitis,Encephalopathy
4100111,Post rubella vaccination encephalitis,Encephalopathy
4100109,Post smallpox vaccination encephalitis,Encephalopathy
4100108,Post tetanus vaccination encephalitis,Encephalopathy
4103107,Post typhoid vaccination encephalitis,Encephalopathy
4100110,Post typhus vaccination encephalitis,Encephalopathy
4103113,Post yellow fever vaccination encephalitis,Encephalopathy
4229086,Post-encephalitic syndrome,Encephalopathy
379792,Post-immunization encephalitis,Encephalopathy
372615,Post-infectious encephalitis,Encephalopathy
379798,Post-infectious encephalomyelitis,Encephalopathy
4042202,Post-influenza encephalitis,Encephalopathy
36676401,Post-transplant acute limbic encephalitis,Encephalopathy
4064308,Postencephalitic parkinsonism,Encephalopathy
443802,Postvaccinal encephalomyelitis,Encephalopathy
380322,Postvaricella encephalitis,Encephalopathy
4042200,Primary amebic encephalitis,Encephalopathy
4176017,Primary amebic encephalitis due to Naegleria fowleri,Encephalopathy
4249132,Primary encephalitis,Encephalopathy
4324751,Primary viral encephalitis,Encephalopathy
4120303,Progressive congenital rubella encephalomyelitis,Encephalopathy
4002949,Progressive rubella panencephalitis,Encephalopathy
4206037,Pyogranulomatous meningoencephalomyelitis,Encephalopathy
4252714,Q fever encephalitis,Encephalopathy
4041672,Rasmussen syndrome,Encephalopathy
763040,"Rasmussen syndrome, refractory",Encephalopathy
761989,Recurrent acute disseminated encephalomyelitis,Encephalopathy
4042197,Rhabdovirus encephalitis,Encephalopathy
4213917,Rio Bravo viral encephalitis,Encephalopathy
4047620,Rocio virus encephalitis,Encephalopathy
4100107,Rubella encephalitis,Encephalopathy
375185,Rubella encephalomyelitis,Encephalopathy
4027838,Rubella meningoencephalitis,Encephalopathy
35622929,SCN8A-related epilepsy with encephalopathy,Encephalopathy
4199244,"Sedative, hypnotic AND/OR anxiolytic-induced persisting amnestic disorder",Encephalopathy
4217555,Siberian tick-borne encephalitis,Encephalopathy
4035637,Simian B encephalomyelitis,Encephalopathy
441544,Specific nonpsychotic mental disorders following organic brain damage,Encephalopathy
36674282,Steroid-responsive encephalopathy associated with autoimmune thyroiditis,Encephalopathy
4009925,Subacute adenoviral encephalitis,Encephalopathy
4222717,Subacute adenoviral encephalitis associated with AIDS,Encephalopathy
37017071,Subacute adenoviral encephalitis co-occurrent with human immunodeficiency virus infection,Encephalopathy
373408,Subacute sclerosing panencephalitis,Encephalopathy
378349,Syphilitic encephalitis,Encephalopathy
4318863,Systemic lupus erythematosus encephalitis,Encephalopathy
4044936,Tensaw encephalitis,Encephalopathy
378136,Toxic encephalitis,Encephalopathy
4327502,Toxic encephalitis due to thallium,Encephalopathy
40480147,Toxic encephalomyelitis,Encephalopathy
4103105,Toxoplasma encephalitis,Encephalopathy
4047745,Traumatic encephalopathy,Encephalopathy
4324130,Trypanosomiasis with encephalitis,Encephalopathy
4238921,Tuberculous encephalitis,Encephalopathy
4150516,Tuberculous meningoencephalitis,Encephalopathy
4233538,Van Bogaert's sclerosing leukoencephalitis,Encephalopathy
372547,Viral encephalitis,Encephalopathy
762645,Viral meningoencephalitis,Encephalopathy
373692,West Nile encephalitis,Encephalopathy
44801788,[X]Severe learning disability,Academic Developmental Disorder
440088,Academic underachievement disorder,Academic Developmental Disorder
4050327,Adjustment disorder with academic inhibition,Academic Developmental Disorder
440084,Alexia,Academic Developmental Disorder
4142703,Articulation disorder due to hyperkinesis,Academic Developmental Disorder
4085156,Developmental academic disorder,Academic Developmental Disorder
434340,Developmental arithmetic disorder,Academic Developmental Disorder
434012,Developmental dyslexia,Academic Developmental Disorder
4163988,Developmental expressive writing disorder,Academic Developmental Disorder
433759,Developmental reading disorder,Academic Developmental Disorder
440382,Learning difficulties,Academic Developmental Disorder
4105191,Mixed disorder of scholastic skills,Academic Developmental Disorder
46286350,Moderate learning disability,Academic Developmental Disorder
40483193,Nonverbal learning disorder,Academic Developmental Disorder
46286351,Profound learning disability,Academic Developmental Disorder
4147972,Specific academic or work inhibition,Academic Developmental Disorder
44810777,Specific learning difficulty,Academic Developmental Disorder
4234753,Specific number difficulty,Academic Developmental Disorder
4102979,Specific reading disorder,Academic Developmental Disorder
4146724,Specific spelling disorder,Academic Developmental Disorder
4170133,Specific work inhibition,Academic Developmental Disorder
4047125,Word finding difficulty,Academic Developmental Disorder
40480225,Adult attention deficit hyperactivity disorder,ADHD
438409,Attention deficit hyperactivity disorder,ADHD
4149904,"Attention deficit hyperactivity disorder, combined type",ADHD
45765796,"Attention deficit hyperactivity disorder, inattentive presentation",ADHD
4253962,"Attention deficit hyperactivity disorder, predominantly hyperactive impulsive type",ADHD
44784525,"Attention deficit hyperactivity disorder, predominantly hyperactive impulsive type in remission",ADHD
4149353,"Attention deficit hyperactivity disorder, predominantly inattentive type",ADHD
44782517,"Attention deficit hyperactivity disorder, predominantly inattentive type in remission",ADHD
4107230,Brain fag,ADHD
440086,Child attention deficit disorder,ADHD
4041692,Deficits in attention motor control and perception,ADHD
45770624,Disorder of attention,ADHD
4047120,Disorders of attention and motor control,ADHD
45765970,Dysexecutive syndrome,ADHD
437261,Hyperkinesis with developmental delay,ADHD
4049391,Undifferentiated attention deficit disorder,ADHD
40482738,Active but odd autism,Autism Spectrum Disorder
439703,Active infantile autism,Autism Spectrum Disorder
35624210,"ADNP-related multiple congenital anomalies, intellectual disability, autism spectrum disorder",Autism Spectrum Disorder
4053178,Asperger's disorder,Autism Spectrum Disorder
4338037,Atypical autism,Autism Spectrum Disorder
37397680,Atypical Rett syndrome,Autism Spectrum Disorder
36716319,Autism and facial port-wine stain syndrome,Autism Spectrum Disorder
36675122,Autism epilepsy syndrome due to branched chain ketoacid dehydrogenase kinase deficiency,Autism Spectrum Disorder
439776,Autism spectrum disorder,Autism Spectrum Disorder
36675177,Autism spectrum disorder due to AUTS2 deficiency,Autism Spectrum Disorder
37116742,"Autism spectrum disorder, epilepsy, arthrogryposis syndrome",Autism Spectrum Disorder
439780,Autistic disorder,Autism Spectrum Disorder
434902,Autistic disorder of childhood onset,Autism Spectrum Disorder
4189466,Autistic spectrum disorder with isolated skills,Autism Spectrum Disorder
36674903,Developmental delay with autism spectrum disorder and gait instability,Autism Spectrum Disorder
45765723,High-functioning autism,Autism Spectrum Disorder
4254211,Infantile autism,Autism Spectrum Disorder
4257045,Infantile psychosis,Autism Spectrum Disorder
37016769,Pathological demand avoidance,Autism Spectrum Disorder
43020503,Pervasive developmental disorder of residual state,Autism Spectrum Disorder
36716793,Primary stereotypy,Autism Spectrum Disorder
45769394,Residual Asperger's disorder,Autism Spectrum Disorder
439702,Residual infantile autism,Autism Spectrum Disorder
4288480,Rett's disorder,Autism Spectrum Disorder
4332239,Savant syndrome,Autism Spectrum Disorder
36716794,Secondary stereotypy,Autism Spectrum Disorder
4039757,Semantic-pragmatic disorder,Autism Spectrum Disorder
4047118,Acquired choreiform dyspraxia,Communication/Motor Disorder
4046219,Acquired epileptic aphasia,Communication/Motor Disorder
4042709,Acquired stammering,Communication/Motor Disorder
4173659,"Apraxia, developmental",Communication/Motor Disorder
4047116,Articulatory dyspraxia,Communication/Motor Disorder
43020472,Childhood onset fluency disorder,Communication/Motor Disorder
4041690,Classic apraxia,Communication/Motor Disorder
4146033,Clumsiness - motor delay,Communication/Motor Disorder
4047126,Congenital auditory imperception,Communication/Motor Disorder
4072144,Cross syndrome,Communication/Motor Disorder
36674396,Deafness with onychodystrophy syndrome,Communication/Motor Disorder
4039750,Delayed pre-verbal development,Communication/Motor Disorder
4146723,Developmental aphasia,Communication/Motor Disorder
4304938,Developmental articulation disorder,Communication/Motor Disorder
4041689,Developmental articulatory dyspraxia,Communication/Motor Disorder
440388,Developmental coordination disorder,Communication/Motor Disorder
45766339,Developmental delay in fine motor function,Communication/Motor Disorder
45765561,Developmental delay in receptive-expressive language,Communication/Motor Disorder
4148091,Developmental disorder of motor function,Communication/Motor Disorder
4039727,Developmental dysfluency,Communication/Motor Disorder
441274,Developmental expressive language disorder,Communication/Motor Disorder
37396682,Developmental language comprehension impairment,Communication/Motor Disorder
443361,Developmental language disorder,Communication/Motor Disorder
42538582,Developmental language disorder and impairment of expressive language,Communication/Motor Disorder
42538583,Developmental language disorder and impairment of mainly pragmatic language,Communication/Motor Disorder
42538581,Developmental language disorder and impairment of receptive and expressive language,Communication/Motor Disorder
4041822,Developmental language impairment,Communication/Motor Disorder
4044420,Developmental motor speech disorder,Communication/Motor Disorder
4039755,Developmental semantic impairment,Communication/Motor Disorder
436373,Developmental speech disorder,Communication/Motor Disorder
4039754,Developmental syntactic impairment,Communication/Motor Disorder
4047117,Developmental verbal dyspraxia,Communication/Motor Disorder
4149618,Discourse difficulties,Communication/Motor Disorder
435232,Disorder of speech and language development,Communication/Motor Disorder
4039726,Dysfluency,Communication/Motor Disorder
4039742,Dyspraxia of velopharynx,Communication/Motor Disorder
4039748,Expressive language delay,Communication/Motor Disorder
4047124,Expressive language disorder,Communication/Motor Disorder
4328436,Gross motor development delay,Communication/Motor Disorder
4039740,Immature articulatory praxis,Communication/Motor Disorder
4047110,Language-related cognitive disorder,Communication/Motor Disorder
44784626,Mild developmental articulation disorder,Communication/Motor Disorder
43021824,Mild expressive language delay,Communication/Motor Disorder
43021810,Mild receptive language delay,Communication/Motor Disorder
4044557,Mixed acquired dyspraxia,Communication/Motor Disorder
44788982,Mixed receptive-expressive language delay,Communication/Motor Disorder
441277,Mixed receptive-expressive language disorder,Communication/Motor Disorder
43022065,Moderate expressive language delay,Communication/Motor Disorder
43021813,Moderate receptive language delay,Communication/Motor Disorder
4171496,Motor skill disorder,Communication/Motor Disorder
4047111,Motor speech disorder,Communication/Motor Disorder
4039728,Neurogenic stammering,Communication/Motor Disorder
4046805,Normal non-fluency,Communication/Motor Disorder
4310050,O/E - speech delay,Communication/Motor Disorder
4158797,Oral dyspraxia,Communication/Motor Disorder
4041687,Oral-verbal dyspraxia,Communication/Motor Disorder
4039744,Phonological disorder,Communication/Motor Disorder
4041824,Receptive language delay,Communication/Motor Disorder
443443,Receptive language disorder,Communication/Motor Disorder
4039752,Restricted expressive language development,Communication/Motor Disorder
4041825,Restricted language development,Communication/Motor Disorder
4039753,Restricted receptive language development,Communication/Motor Disorder
43021823,Severe expressive language delay,Communication/Motor Disorder
43021814,Severe receptive language delay,Communication/Motor Disorder
44810467,Speech and language developmental delay,Communication/Motor Disorder
40480431,Speech and language developmental delay due to hearing loss,Communication/Motor Disorder
4149820,Speech and language dyspraxias,Communication/Motor Disorder
4047123,Speech delay,Communication/Motor Disorder
436667,Stuttering,Communication/Motor Disorder
4044558,Tongue tip dyspraxia,Communication/Motor Disorder
4047119,Velar dyspraxia,Communication/Motor Disorder
4176654,Verbal dyspraxia,Communication/Motor Disorder
36674907,11p15.4 microduplication syndrome,Intellectual Disability
36713991,12q14 microdeletion syndrome,Intellectual Disability
36676620,13q12.3 microdeletion syndrome,Intellectual Disability
36676584,14q24.1q24.3 microdeletion syndrome,Intellectual Disability
36675149,15q overgrowth syndrome,Intellectual Disability
36714383,17q11.2 microduplication syndrome,Intellectual Disability
36717093,19q13.11 microdeletion syndrome,Intellectual Disability
36717734,1p21.3 microdeletion syndrome,Intellectual Disability
37206825,21q22.11q22.12 microdeletion syndrome,Intellectual Disability
36674192,2p13.2 microdeletion syndrome,Intellectual Disability
36674863,3q27.3 microdeletion syndrome,Intellectual Disability
36674906,5p13 microduplication syndrome,Intellectual Disability
35625535,5q31.3 microdeletion syndrome,Intellectual Disability
36676583,9q31.1q31.3 microdeletion syndrome,Intellectual Disability
36717050,Achalasia microcephaly syndrome,Intellectual Disability
36716314,"Agammaglobulinemia, microcephaly, craniosynostosis, severe dermatitis syndrome",Intellectual Disability
35607964,Agenesis of corpus callosum and abnormal genitalia syndrome,Intellectual Disability
36717547,"Agenesis of corpus callosum, intellectual disability, coloboma, micrognathia syndrome",Intellectual Disability
